Archive_Date,Specialty_HIPE,Specialty_Name,Case_Type,Adult_Child,Age_Profile,Time_Bands,Total,
28-02-2018,2400,Respiratory Medicine,Inpatient,Adult,65+,  3-6 Months,2,
28-02-2018,2600,General Surgery,Day Case,Adult,16-64,  0-3 Months,31,
28-02-2018,2600,General Surgery,Day Case,Adult,16-64,  3-6 Months,6,
28-02-2018,2600,General Surgery,Day Case,Adult,16-64,  6-9 Months,3,
28-02-2018,2600,General Surgery,Day Case,Adult,16-64, 15-18 Months,1,
28-02-2018,2600,General Surgery,Day Case,Adult,16-64,18+ Months,1,
28-02-2018,2600,General Surgery,Day Case,Adult,65+,  0-3 Months,9,
28-02-2018,2600,General Surgery,Day Case,Adult,65+,  3-6 Months,2,
28-02-2018,2600,General Surgery,Day Case,Adult,65+,  6-9 Months,1,
28-02-2018,2600,General Surgery,Inpatient,Adult,16-64,  0-3 Months,49,
28-02-2018,2600,General Surgery,Inpatient,Adult,16-64,  3-6 Months,32,
28-02-2018,2600,General Surgery,Inpatient,Adult,16-64,  6-9 Months,21,
28-02-2018,2600,General Surgery,Inpatient,Adult,16-64,  9-12 Months,12,
28-02-2018,2600,General Surgery,Inpatient,Adult,16-64, 12-15 Months,5,
28-02-2018,2600,General Surgery,Inpatient,Adult,16-64, 15-18 Months,8,
28-02-2018,2600,General Surgery,Inpatient,Adult,16-64,18+ Months,15,
28-02-2018,2600,General Surgery,Inpatient,Adult,65+,  0-3 Months,28,
28-02-2018,2600,General Surgery,Inpatient,Adult,65+,  3-6 Months,19,
28-02-2018,2600,General Surgery,Inpatient,Adult,65+,  6-9 Months,15,
28-02-2018,2600,General Surgery,Inpatient,Adult,65+,  9-12 Months,5,
28-02-2018,2600,General Surgery,Inpatient,Adult,65+, 12-15 Months,6,
28-02-2018,2600,General Surgery,Inpatient,Adult,65+, 15-18 Months,2,
28-02-2018,2600,General Surgery,Inpatient,Adult,65+,18+ Months,5,
28-02-2018,2604,Vascular Surgery,Day Case,Adult,16-64,  0-3 Months,1,
28-02-2018,2604,Vascular Surgery,Day Case,Adult,16-64,  3-6 Months,7,
28-02-2018,2604,Vascular Surgery,Day Case,Adult,65+,  0-3 Months,1,
28-02-2018,2604,Vascular Surgery,Day Case,Adult,65+,  3-6 Months,1,
28-02-2018,2604,Vascular Surgery,Inpatient,Adult,16-64,  0-3 Months,5,
28-02-2018,2604,Vascular Surgery,Inpatient,Adult,16-64,  3-6 Months,1,
28-02-2018,2604,Vascular Surgery,Inpatient,Adult,16-64,  6-9 Months,1,
28-02-2018,2604,Vascular Surgery,Inpatient,Adult,65+,  0-3 Months,6,
28-02-2018,2604,Vascular Surgery,Inpatient,Adult,65+,  6-9 Months,1,
28-02-2018,7600,Cardio-Thoracic Surgery,Inpatient,Adult,16-64,  0-3 Months,4,
28-02-2018,7600,Cardio-Thoracic Surgery,Inpatient,Adult,16-64,  3-6 Months,2,
28-02-2018,7600,Cardio-Thoracic Surgery,Inpatient,Adult,16-64,  9-12 Months,1,
28-02-2018,7600,Cardio-Thoracic Surgery,Inpatient,Adult,65+,  6-9 Months,1,
28-02-2018,7800,Urology,Day Case,Adult,0-15,  0-3 Months,1,
28-02-2018,7800,Urology,Day Case,Adult,16-64,  0-3 Months,65,
28-02-2018,7800,Urology,Day Case,Adult,16-64,  3-6 Months,17,
28-02-2018,7800,Urology,Day Case,Adult,16-64,  6-9 Months,9,
28-02-2018,7800,Urology,Day Case,Adult,16-64,  9-12 Months,4,
28-02-2018,7800,Urology,Day Case,Adult,16-64, 12-15 Months,2,
28-02-2018,7800,Urology,Day Case,Adult,16-64,18+ Months,1,
28-02-2018,7800,Urology,Day Case,Adult,65+,  0-3 Months,34,
28-02-2018,7800,Urology,Day Case,Adult,65+,  3-6 Months,8,
28-02-2018,7800,Urology,Day Case,Adult,65+,  6-9 Months,4,
28-02-2018,7800,Urology,Day Case,Adult,65+,  9-12 Months,1,
28-02-2018,7800,Urology,Inpatient,Adult,16-64,  0-3 Months,38,
28-02-2018,7800,Urology,Inpatient,Adult,16-64,  3-6 Months,21,
28-02-2018,7800,Urology,Inpatient,Adult,16-64,  6-9 Months,9,
28-02-2018,7800,Urology,Inpatient,Adult,16-64,  9-12 Months,4,
28-02-2018,7800,Urology,Inpatient,Adult,65+,  0-3 Months,51,
28-02-2018,7800,Urology,Inpatient,Adult,65+,  3-6 Months,31,
28-02-2018,7800,Urology,Inpatient,Adult,65+,  6-9 Months,5,
28-02-2018,7800,Urology,Inpatient,Adult,65+,  9-12 Months,2,
28-02-2018,7800,Urology,Inpatient,Adult,65+, 12-15 Months,1,
28-02-2018,7800,Urology,Inpatient,Adult,65+, 15-18 Months,1,
28-02-2018,7800,Urology,Inpatient,Adult,65+,18+ Months,1,
28-02-2018,8003,Pain Relief,Day Case,Adult,16-64,  0-3 Months,127,
28-02-2018,8003,Pain Relief,Day Case,Adult,16-64,  3-6 Months,84,
28-02-2018,8003,Pain Relief,Day Case,Adult,16-64,  6-9 Months,78,
28-02-2018,8003,Pain Relief,Day Case,Adult,16-64,  9-12 Months,62,
28-02-2018,8003,Pain Relief,Day Case,Adult,16-64, 12-15 Months,16,
28-02-2018,8003,Pain Relief,Day Case,Adult,16-64, 15-18 Months,7,
28-02-2018,8003,Pain Relief,Day Case,Adult,16-64,18+ Months,13,
28-02-2018,8003,Pain Relief,Day Case,Adult,65+,  0-3 Months,29,
28-02-2018,8003,Pain Relief,Day Case,Adult,65+,  3-6 Months,29,
28-02-2018,8003,Pain Relief,Day Case,Adult,65+,  6-9 Months,31,
28-02-2018,8003,Pain Relief,Day Case,Adult,65+,  9-12 Months,27,
28-02-2018,8003,Pain Relief,Day Case,Adult,65+, 12-15 Months,6,
28-02-2018,8003,Pain Relief,Day Case,Adult,65+, 15-18 Months,3,
28-02-2018,8003,Pain Relief,Day Case,Adult,65+,18+ Months,3,
28-02-2018,8003,Pain Relief,Inpatient,Adult,16-64,  3-6 Months,1,
28-02-2018,8003,Pain Relief,Inpatient,Adult,16-64,  9-12 Months,1,
28-02-2018,8003,Pain Relief,Inpatient,Adult,16-64, 12-15 Months,3,
28-02-2018,8003,Pain Relief,Inpatient,Adult,16-64, 15-18 Months,7,
28-02-2018,8003,Pain Relief,Inpatient,Adult,16-64,18+ Months,6,
28-02-2018,8003,Pain Relief,Inpatient,Adult,65+, 15-18 Months,1,
28-02-2018,8003,Pain Relief,Inpatient,Adult,65+,18+ Months,4,
28-02-2018,400,Endocrinology,Inpatient,Adult,65+,  6-9 Months,2,
28-02-2018,400,Endocrinology,Inpatient,Adult,65+,  9-12 Months,2,
28-02-2018,600,Otolaryngology (ENT),Inpatient,Adult,16-64,  0-3 Months,14,
28-02-2018,600,Otolaryngology (ENT),Inpatient,Adult,16-64,  3-6 Months,1,
28-02-2018,600,Otolaryngology (ENT),Inpatient,Adult,16-64,  6-9 Months,1,
28-02-2018,600,Otolaryngology (ENT),Inpatient,Adult,16-64,  9-12 Months,1,
28-02-2018,600,Otolaryngology (ENT),Inpatient,Adult,16-64, 12-15 Months,2,
28-02-2018,600,Otolaryngology (ENT),Inpatient,Adult,65+,  0-3 Months,2,
28-02-2018,600,Otolaryngology (ENT),Inpatient,Adult,65+,  3-6 Months,1,
28-02-2018,1503,Gynaecology,Day Case,Adult,16-64,  0-3 Months,1,
28-02-2018,1503,Gynaecology,Day Case,Adult,16-64,  3-6 Months,1,
28-02-2018,1503,Gynaecology,Day Case,Adult,16-64,  9-12 Months,1,
28-02-2018,1503,Gynaecology,Day Case,Adult,16-64, 12-15 Months,3,
28-02-2018,1503,Gynaecology,Day Case,Adult,16-64, 15-18 Months,3,
28-02-2018,1503,Gynaecology,Day Case,Adult,65+,  0-3 Months,1,
28-02-2018,1503,Gynaecology,Inpatient,Adult,16-64,  0-3 Months,19,
28-02-2018,1503,Gynaecology,Inpatient,Adult,16-64,  3-6 Months,30,
28-02-2018,1503,Gynaecology,Inpatient,Adult,16-64,  6-9 Months,18,
28-02-2018,1503,Gynaecology,Inpatient,Adult,16-64,  9-12 Months,19,
28-02-2018,1503,Gynaecology,Inpatient,Adult,16-64, 12-15 Months,5,
28-02-2018,1503,Gynaecology,Inpatient,Adult,16-64, 15-18 Months,11,
28-02-2018,1503,Gynaecology,Inpatient,Adult,16-64,18+ Months,1,
28-02-2018,1503,Gynaecology,Inpatient,Adult,65+,  0-3 Months,7,
28-02-2018,1503,Gynaecology,Inpatient,Adult,65+,  3-6 Months,7,
28-02-2018,1503,Gynaecology,Inpatient,Adult,65+,  6-9 Months,2,
28-02-2018,1503,Gynaecology,Inpatient,Adult,65+,  9-12 Months,3,
28-02-2018,1503,Gynaecology,Inpatient,Adult,65+, 12-15 Months,6,
28-02-2018,1503,Gynaecology,Inpatient,Adult,65+, 15-18 Months,3,
28-02-2018,1503,Gynaecology,Inpatient,Adult,65+,18+ Months,1,
28-02-2018,1800,Orthopaedics,Day Case,Adult,16-64,  0-3 Months,3,
28-02-2018,1800,Orthopaedics,Day Case,Adult,16-64,  3-6 Months,2,
28-02-2018,1800,Orthopaedics,Day Case,Adult,16-64,  6-9 Months,2,
28-02-2018,1800,Orthopaedics,Day Case,Adult,16-64,  9-12 Months,1,
28-02-2018,1800,Orthopaedics,Day Case,Adult,16-64, 12-15 Months,2,
28-02-2018,1800,Orthopaedics,Day Case,Adult,16-64, 15-18 Months,2,
28-02-2018,1800,Orthopaedics,Day Case,Adult,65+,  0-3 Months,1,
28-02-2018,1800,Orthopaedics,Day Case,Adult,65+,  6-9 Months,2,
28-02-2018,1800,Orthopaedics,Day Case,Adult,65+, 12-15 Months,3,
28-02-2018,1800,Orthopaedics,Inpatient,Adult,16-64,  0-3 Months,1,
28-02-2018,1800,Orthopaedics,Inpatient,Adult,16-64,  6-9 Months,1,
28-02-2018,1800,Orthopaedics,Inpatient,Adult,16-64, 12-15 Months,2,
28-02-2018,1800,Orthopaedics,Inpatient,Adult,16-64, 15-18 Months,2,
28-02-2018,1800,Orthopaedics,Inpatient,Adult,65+, 15-18 Months,1,
28-02-2018,2000,Plastic Surgery,Day Case,Adult,16-64,  0-3 Months,9,
28-02-2018,2000,Plastic Surgery,Day Case,Adult,16-64,  3-6 Months,3,
28-02-2018,2000,Plastic Surgery,Day Case,Adult,16-64,  6-9 Months,4,
28-02-2018,2000,Plastic Surgery,Day Case,Adult,16-64,  9-12 Months,4,
28-02-2018,2000,Plastic Surgery,Day Case,Adult,16-64, 15-18 Months,6,
28-02-2018,2000,Plastic Surgery,Day Case,Adult,65+,  0-3 Months,6,
28-02-2018,2000,Plastic Surgery,Day Case,Adult,65+,  3-6 Months,3,
28-02-2018,2000,Plastic Surgery,Day Case,Adult,65+,  9-12 Months,1,
28-02-2018,2000,Plastic Surgery,Day Case,Adult,65+, 12-15 Months,2,
28-02-2018,2000,Plastic Surgery,Day Case,Adult,65+, 15-18 Months,1,
28-02-2018,2000,Plastic Surgery,Inpatient,Adult,16-64,  0-3 Months,19,
28-02-2018,2000,Plastic Surgery,Inpatient,Adult,16-64,  3-6 Months,3,
28-02-2018,2000,Plastic Surgery,Inpatient,Adult,16-64,  6-9 Months,2,
28-02-2018,2000,Plastic Surgery,Inpatient,Adult,16-64,  9-12 Months,2,
28-02-2018,2000,Plastic Surgery,Inpatient,Adult,16-64, 15-18 Months,1,
28-02-2018,2000,Plastic Surgery,Inpatient,Adult,16-64,18+ Months,1,
28-02-2018,2000,Plastic Surgery,Inpatient,Adult,65+,  0-3 Months,14,
28-02-2018,2000,Plastic Surgery,Inpatient,Adult,65+,  3-6 Months,5,
28-02-2018,2000,Plastic Surgery,Inpatient,Adult,65+,  6-9 Months,1,
28-02-2018,2000,Plastic Surgery,Inpatient,Adult,65+,  9-12 Months,3,
28-02-2018,2000,Plastic Surgery,Inpatient,Adult,65+, 12-15 Months,5,
28-02-2018,2400,Respiratory Medicine,Day Case,Adult,65+,  3-6 Months,1,
28-02-2018,2400,Respiratory Medicine,Day Case,Adult,65+,  6-9 Months,2,
28-02-2018,2400,Respiratory Medicine,Day Case,Adult,65+, 12-15 Months,1,
28-02-2018,2400,Respiratory Medicine,Day Case,Adult,65+, 15-18 Months,1,
28-02-2018,2600,General Surgery,Day Case,Adult,16-64,  0-3 Months,23,
28-02-2018,2600,General Surgery,Day Case,Adult,16-64,  3-6 Months,9,
28-02-2018,2600,General Surgery,Day Case,Adult,16-64,  6-9 Months,4,
28-02-2018,2600,General Surgery,Day Case,Adult,16-64,  9-12 Months,3,
28-02-2018,2600,General Surgery,Day Case,Adult,16-64, 12-15 Months,9,
28-02-2018,2600,General Surgery,Day Case,Adult,16-64, 15-18 Months,8,
28-02-2018,2600,General Surgery,Day Case,Adult,16-64,18+ Months,7,
28-02-2018,2600,General Surgery,Day Case,Adult,65+,  0-3 Months,2,
28-02-2018,2600,General Surgery,Day Case,Adult,65+,  6-9 Months,1,
28-02-2018,2600,General Surgery,Day Case,Adult,65+, 12-15 Months,1,
28-02-2018,2600,General Surgery,Day Case,Adult,65+, 15-18 Months,3,
28-02-2018,2600,General Surgery,Day Case,Adult,65+,18+ Months,3,
28-02-2018,2600,General Surgery,Inpatient,Adult,16-64,  0-3 Months,84,
28-02-2018,2600,General Surgery,Inpatient,Adult,16-64,  3-6 Months,51,
28-02-2018,2600,General Surgery,Inpatient,Adult,16-64,  6-9 Months,20,
28-02-2018,2600,General Surgery,Inpatient,Adult,16-64,  9-12 Months,14,
28-02-2018,2600,General Surgery,Inpatient,Adult,16-64, 12-15 Months,7,
28-02-2018,2600,General Surgery,Inpatient,Adult,16-64, 15-18 Months,8,
28-02-2018,2600,General Surgery,Inpatient,Adult,16-64,18+ Months,1,
28-02-2018,2600,General Surgery,Inpatient,Adult,65+,  0-3 Months,24,
28-02-2018,2600,General Surgery,Inpatient,Adult,65+,  3-6 Months,8,
28-02-2018,2600,General Surgery,Inpatient,Adult,65+,  6-9 Months,9,
28-02-2018,2600,General Surgery,Inpatient,Adult,65+,  9-12 Months,5,
28-02-2018,2600,General Surgery,Inpatient,Adult,65+, 12-15 Months,6,
28-02-2018,2600,General Surgery,Inpatient,Adult,65+,18+ Months,1,
28-02-2018,2604,Vascular Surgery,Day Case,Adult,16-64,  0-3 Months,1,
28-02-2018,2604,Vascular Surgery,Day Case,Adult,16-64,  3-6 Months,2,
28-02-2018,2604,Vascular Surgery,Day Case,Adult,65+,  6-9 Months,1,
28-02-2018,2604,Vascular Surgery,Inpatient,Adult,16-64,  0-3 Months,29,
28-02-2018,2604,Vascular Surgery,Inpatient,Adult,16-64,  3-6 Months,31,
28-02-2018,2604,Vascular Surgery,Inpatient,Adult,16-64,  6-9 Months,9,
28-02-2018,2604,Vascular Surgery,Inpatient,Adult,16-64,  9-12 Months,5,
28-02-2018,2604,Vascular Surgery,Inpatient,Adult,16-64, 12-15 Months,5,
28-02-2018,2604,Vascular Surgery,Inpatient,Adult,16-64, 15-18 Months,2,
28-02-2018,2604,Vascular Surgery,Inpatient,Adult,16-64,18+ Months,1,
28-02-2018,2604,Vascular Surgery,Inpatient,Adult,65+,  0-3 Months,1,
28-02-2018,2604,Vascular Surgery,Inpatient,Adult,65+,  3-6 Months,6,
28-02-2018,2604,Vascular Surgery,Inpatient,Adult,65+,  6-9 Months,1,
28-02-2018,2604,Vascular Surgery,Inpatient,Adult,65+,18+ Months,1,
28-02-2018,7800,Urology,Day Case,Adult,16-64,  0-3 Months,4,
28-02-2018,7800,Urology,Day Case,Adult,16-64,  3-6 Months,1,
28-02-2018,7800,Urology,Day Case,Adult,16-64,18+ Months,1,
28-02-2018,7800,Urology,Day Case,Adult,65+,  0-3 Months,1,
28-02-2018,7800,Urology,Day Case,Adult,65+,  9-12 Months,3,
28-02-2018,7800,Urology,Inpatient,Adult,16-64,  0-3 Months,5,
28-02-2018,7800,Urology,Inpatient,Adult,16-64,  6-9 Months,1,
28-02-2018,7800,Urology,Inpatient,Adult,16-64,  9-12 Months,3,
28-02-2018,7800,Urology,Inpatient,Adult,16-64,18+ Months,1,
28-02-2018,7800,Urology,Inpatient,Adult,65+,  0-3 Months,7,
28-02-2018,7800,Urology,Inpatient,Adult,65+,  3-6 Months,2,
28-02-2018,600,Otolaryngology (ENT),Day Case,Adult,16-64,  0-3 Months,19,
28-02-2018,600,Otolaryngology (ENT),Day Case,Adult,16-64,  3-6 Months,5,
28-02-2018,600,Otolaryngology (ENT),Day Case,Adult,16-64,  6-9 Months,3,
28-02-2018,600,Otolaryngology (ENT),Day Case,Adult,16-64,  9-12 Months,3,
28-02-2018,600,Otolaryngology (ENT),Day Case,Adult,16-64, 12-15 Months,2,
28-02-2018,600,Otolaryngology (ENT),Day Case,Adult,16-64, 15-18 Months,2,
28-02-2018,600,Otolaryngology (ENT),Day Case,Adult,16-64,18+ Months,1,
28-02-2018,600,Otolaryngology (ENT),Day Case,Adult,65+,  0-3 Months,5,
28-02-2018,600,Otolaryngology (ENT),Day Case,Adult,65+,  3-6 Months,1,
28-02-2018,600,Otolaryngology (ENT),Day Case,Adult,65+,  9-12 Months,1,
28-02-2018,600,Otolaryngology (ENT),Day Case,Adult,65+, 12-15 Months,1,
28-02-2018,600,Otolaryngology (ENT),Day Case,Adult,65+, 15-18 Months,1,
28-02-2018,600,Otolaryngology (ENT),Day Case,Child,0-15,  0-3 Months,2,
28-02-2018,600,Otolaryngology (ENT),Day Case,Child,0-15,  3-6 Months,1,
28-02-2018,600,Otolaryngology (ENT),Day Case,Child,0-15,  6-9 Months,3,
28-02-2018,600,Otolaryngology (ENT),Day Case,Child,0-15, 12-15 Months,1,
28-02-2018,600,Otolaryngology (ENT),Inpatient,Adult,16-64,  0-3 Months,32,
28-02-2018,600,Otolaryngology (ENT),Inpatient,Adult,16-64,  3-6 Months,14,
28-02-2018,600,Otolaryngology (ENT),Inpatient,Adult,16-64,  6-9 Months,8,
28-02-2018,600,Otolaryngology (ENT),Inpatient,Adult,16-64,  9-12 Months,11,
28-02-2018,600,Otolaryngology (ENT),Inpatient,Adult,16-64, 12-15 Months,7,
28-02-2018,600,Otolaryngology (ENT),Inpatient,Adult,65+,  0-3 Months,1,
28-02-2018,600,Otolaryngology (ENT),Inpatient,Adult,65+,  3-6 Months,2,
28-02-2018,600,Otolaryngology (ENT),Inpatient,Adult,65+,  6-9 Months,1,
28-02-2018,600,Otolaryngology (ENT),Inpatient,Adult,65+,  9-12 Months,1,
28-02-2018,600,Otolaryngology (ENT),Inpatient,Child,0-15,  0-3 Months,6,
28-02-2018,600,Otolaryngology (ENT),Inpatient,Child,0-15,  3-6 Months,4,
28-02-2018,600,Otolaryngology (ENT),Inpatient,Child,0-15,  6-9 Months,1,
28-02-2018,1700,Ophthalmology,Day Case,Adult,16-64,  0-3 Months,190,
28-02-2018,1700,Ophthalmology,Day Case,Adult,16-64,  3-6 Months,129,
28-02-2018,1700,Ophthalmology,Day Case,Adult,16-64,  6-9 Months,81,
28-02-2018,1700,Ophthalmology,Day Case,Adult,16-64,  9-12 Months,38,
28-02-2018,1700,Ophthalmology,Day Case,Adult,16-64, 12-15 Months,12,
28-02-2018,1700,Ophthalmology,Day Case,Adult,16-64, 15-18 Months,6,
28-02-2018,1700,Ophthalmology,Day Case,Adult,16-64,18+ Months,6,
28-02-2018,1700,Ophthalmology,Day Case,Adult,65+,  0-3 Months,509,
28-02-2018,1700,Ophthalmology,Day Case,Adult,65+,  3-6 Months,449,
28-02-2018,1700,Ophthalmology,Day Case,Adult,65+,  6-9 Months,328,
28-02-2018,1700,Ophthalmology,Day Case,Adult,65+,  9-12 Months,147,
28-02-2018,1700,Ophthalmology,Day Case,Adult,65+, 12-15 Months,14,
28-02-2018,1700,Ophthalmology,Day Case,Adult,65+, 15-18 Months,12,
28-02-2018,1700,Ophthalmology,Day Case,Adult,65+,18+ Months,12,
28-02-2018,1700,Ophthalmology,Day Case,Child,0-15,  0-3 Months,21,
28-02-2018,1700,Ophthalmology,Day Case,Child,0-15,  3-6 Months,10,
28-02-2018,1700,Ophthalmology,Day Case,Child,0-15,  6-9 Months,8,
28-02-2018,1700,Ophthalmology,Day Case,Child,0-15,  9-12 Months,4,
28-02-2018,1700,Ophthalmology,Day Case,Child,0-15, 12-15 Months,2,
28-02-2018,1700,Ophthalmology,Inpatient,Adult,16-64,  0-3 Months,23,
28-02-2018,1700,Ophthalmology,Inpatient,Adult,16-64,  3-6 Months,8,
28-02-2018,1700,Ophthalmology,Inpatient,Adult,16-64,  6-9 Months,5,
28-02-2018,1700,Ophthalmology,Inpatient,Adult,16-64,  9-12 Months,19,
28-02-2018,1700,Ophthalmology,Inpatient,Adult,16-64, 12-15 Months,17,
28-02-2018,1700,Ophthalmology,Inpatient,Adult,16-64, 15-18 Months,15,
28-02-2018,1700,Ophthalmology,Inpatient,Adult,65+,  0-3 Months,20,
28-02-2018,1700,Ophthalmology,Inpatient,Adult,65+,  3-6 Months,7,
28-02-2018,1700,Ophthalmology,Inpatient,Adult,65+,  6-9 Months,4,
28-02-2018,1700,Ophthalmology,Inpatient,Adult,65+,  9-12 Months,10,
28-02-2018,1700,Ophthalmology,Inpatient,Adult,65+, 12-15 Months,9,
28-02-2018,1700,Ophthalmology,Inpatient,Adult,65+, 15-18 Months,2,
28-02-2018,1700,Ophthalmology,Inpatient,Adult,65+,18+ Months,1,
28-02-2018,1700,Ophthalmology,Inpatient,Child,0-15,  0-3 Months,3,
28-02-2018,1700,Ophthalmology,Inpatient,Child,0-15,  3-6 Months,1,
28-02-2018,1700,Ophthalmology,Inpatient,Child,0-15,  9-12 Months,1,
28-02-2018,1700,Ophthalmology,Inpatient,Child,0-15, 12-15 Months,1,
28-02-2018,1800,Orthopaedics,Day Case,Adult,16-64,  0-3 Months,90,
28-02-2018,1800,Orthopaedics,Day Case,Adult,16-64,  3-6 Months,61,
28-02-2018,1800,Orthopaedics,Day Case,Adult,16-64,  6-9 Months,35,
28-02-2018,1800,Orthopaedics,Day Case,Adult,16-64,  9-12 Months,12,
28-02-2018,1800,Orthopaedics,Day Case,Adult,16-64, 12-15 Months,4,
28-02-2018,1800,Orthopaedics,Day Case,Adult,16-64, 15-18 Months,1,
28-02-2018,1800,Orthopaedics,Day Case,Adult,65+,  0-3 Months,33,
28-02-2018,1800,Orthopaedics,Day Case,Adult,65+,  3-6 Months,16,
28-02-2018,1800,Orthopaedics,Day Case,Adult,65+,  6-9 Months,12,
28-02-2018,1800,Orthopaedics,Day Case,Adult,65+, 12-15 Months,1,
28-02-2018,1800,Orthopaedics,Day Case,Adult,65+, 15-18 Months,1,
28-02-2018,1800,Orthopaedics,Day Case,Child,0-15,  0-3 Months,4,
28-02-2018,1800,Orthopaedics,Day Case,Child,0-15,  3-6 Months,1,
28-02-2018,1800,Orthopaedics,Inpatient,Adult,16-64,  0-3 Months,234,
28-02-2018,1800,Orthopaedics,Inpatient,Adult,16-64,  3-6 Months,239,
28-02-2018,1800,Orthopaedics,Inpatient,Adult,16-64,  6-9 Months,171,
28-02-2018,1800,Orthopaedics,Inpatient,Adult,16-64,  9-12 Months,111,
28-02-2018,1800,Orthopaedics,Inpatient,Adult,16-64, 12-15 Months,12,
28-02-2018,1800,Orthopaedics,Inpatient,Adult,16-64, 15-18 Months,5,
28-02-2018,1800,Orthopaedics,Inpatient,Adult,16-64,18+ Months,5,
28-02-2018,1800,Orthopaedics,Inpatient,Adult,65+,  0-3 Months,187,
28-02-2018,1800,Orthopaedics,Inpatient,Adult,65+,  3-6 Months,231,
28-02-2018,1800,Orthopaedics,Inpatient,Adult,65+,  6-9 Months,160,
28-02-2018,1800,Orthopaedics,Inpatient,Adult,65+,  9-12 Months,95,
28-02-2018,1800,Orthopaedics,Inpatient,Adult,65+, 12-15 Months,18,
28-02-2018,1800,Orthopaedics,Inpatient,Adult,65+, 15-18 Months,7,
28-02-2018,1800,Orthopaedics,Inpatient,Adult,65+,18+ Months,3,
28-02-2018,1800,Orthopaedics,Inpatient,Child,0-15,  0-3 Months,7,
28-02-2018,1800,Orthopaedics,Inpatient,Child,0-15,  3-6 Months,6,
28-02-2018,1800,Orthopaedics,Inpatient,Child,0-15,  6-9 Months,1,
28-02-2018,100,Cardiology,Day Case,Adult,16-64,  0-3 Months,2,
28-02-2018,300,Dermatology,Day Case,Adult,16-64,  0-3 Months,8,
28-02-2018,300,Dermatology,Day Case,Adult,16-64,  3-6 Months,7,
28-02-2018,300,Dermatology,Day Case,Adult,16-64,  6-9 Months,11,
28-02-2018,300,Dermatology,Day Case,Adult,16-64,  9-12 Months,1,
28-02-2018,300,Dermatology,Day Case,Adult,65+,  0-3 Months,3,
28-02-2018,300,Dermatology,Day Case,Adult,65+,  3-6 Months,4,
28-02-2018,300,Dermatology,Day Case,Adult,65+,  6-9 Months,4,
28-02-2018,400,Endocrinology,Day Case,Adult,16-64,  0-3 Months,1,
28-02-2018,700,Gastro-Enterology,Day Case,Adult,16-64,  0-3 Months,11,
28-02-2018,700,Gastro-Enterology,Day Case,Adult,16-64,  3-6 Months,3,
28-02-2018,700,Gastro-Enterology,Day Case,Adult,16-64,  6-9 Months,1,
28-02-2018,700,Gastro-Enterology,Day Case,Adult,65+,  0-3 Months,1,
28-02-2018,700,Gastro-Enterology,Day Case,Adult,65+,  3-6 Months,3,
28-02-2018,700,Gastro-Enterology,Day Case,Adult,65+,  6-9 Months,1,
28-02-2018,1100,Haematology,Day Case,Adult,16-64,  0-3 Months,2,
28-02-2018,1100,Haematology,Day Case,Adult,16-64,  3-6 Months,1,
28-02-2018,1503,Gynaecology,Inpatient,Adult,16-64,  9-12 Months,1,
28-02-2018,1800,Orthopaedics,Day Case,Adult,16-64,  0-3 Months,25,
28-02-2018,1800,Orthopaedics,Day Case,Adult,16-64,  3-6 Months,18,
28-02-2018,1800,Orthopaedics,Day Case,Adult,16-64,  6-9 Months,10,
28-02-2018,1800,Orthopaedics,Day Case,Adult,65+,  0-3 Months,5,
28-02-2018,1800,Orthopaedics,Day Case,Adult,65+,  3-6 Months,7,
28-02-2018,1800,Orthopaedics,Day Case,Adult,65+,  6-9 Months,1,
28-02-2018,1800,Orthopaedics,Inpatient,Adult,16-64,  0-3 Months,6,
28-02-2018,1800,Orthopaedics,Inpatient,Adult,16-64,  3-6 Months,2,
28-02-2018,1800,Orthopaedics,Inpatient,Adult,65+,  0-3 Months,3,
28-02-2018,1800,Orthopaedics,Inpatient,Adult,65+,  3-6 Months,6,
28-02-2018,1800,Orthopaedics,Inpatient,Adult,65+,  6-9 Months,1,
28-02-2018,1800,Orthopaedics,Inpatient,Adult,65+,  9-12 Months,1,
28-02-2018,2000,Plastic Surgery,Day Case,Adult,16-64,  0-3 Months,62,
28-02-2018,2000,Plastic Surgery,Day Case,Adult,16-64,  3-6 Months,32,
28-02-2018,2000,Plastic Surgery,Day Case,Adult,16-64,  6-9 Months,21,
28-02-2018,2000,Plastic Surgery,Day Case,Adult,16-64,  9-12 Months,9,
28-02-2018,2000,Plastic Surgery,Day Case,Adult,16-64, 12-15 Months,4,
28-02-2018,2000,Plastic Surgery,Day Case,Adult,16-64, 15-18 Months,1,
28-02-2018,2000,Plastic Surgery,Day Case,Adult,16-64,18+ Months,2,
28-02-2018,2000,Plastic Surgery,Day Case,Adult,65+,  0-3 Months,28,
28-02-2018,2000,Plastic Surgery,Day Case,Adult,65+,  3-6 Months,14,
28-02-2018,2000,Plastic Surgery,Day Case,Adult,65+,  6-9 Months,5,
28-02-2018,2000,Plastic Surgery,Day Case,Adult,65+,  9-12 Months,5,
28-02-2018,2000,Plastic Surgery,Day Case,Adult,65+, 12-15 Months,1,
28-02-2018,2000,Plastic Surgery,Day Case,Adult,65+, 15-18 Months,2,
28-02-2018,2000,Plastic Surgery,Inpatient,Adult,16-64,  0-3 Months,4,
