Archive_Date,Specialty_HIPE,Specialty_Name,Case_Type,Adult_Child,Age_Profile,Time_Bands,Total
28-02-2019,2500,Rheumatology,Day Case,Adult,16-64,  0-3 Months,45
28-02-2019,2500,Rheumatology,Day Case,Adult,16-64,  3-6 Months,5
28-02-2019,2500,Rheumatology,Day Case,Adult,16-64,  6-9 Months,1
28-02-2019,2500,Rheumatology,Day Case,Adult,16-64,  9-12 Months,1
28-02-2019,2500,Rheumatology,Day Case,Adult,65+,  0-3 Months,26
28-02-2019,2500,Rheumatology,Day Case,Adult,65+,  3-6 Months,6
28-02-2019,2500,Rheumatology,Day Case,Adult,65+,  6-9 Months,1
28-02-2019,2500,Rheumatology,Day Case,Adult,65+,  9-12 Months,4
28-02-2019,2500,Rheumatology,Day Case,Adult,65+, 12-15 Months,1
28-02-2019,2600,General Surgery,Day Case,Adult,16-64,  0-3 Months,95
28-02-2019,2600,General Surgery,Day Case,Adult,16-64,  3-6 Months,75
28-02-2019,2600,General Surgery,Day Case,Adult,16-64,  6-9 Months,89
28-02-2019,2600,General Surgery,Day Case,Adult,16-64,  9-12 Months,39
28-02-2019,2600,General Surgery,Day Case,Adult,16-64, 12-15 Months,33
28-02-2019,2600,General Surgery,Day Case,Adult,16-64, 15-18 Months,19
28-02-2019,2600,General Surgery,Day Case,Adult,16-64,18+ Months,61
28-02-2019,2600,General Surgery,Day Case,Adult,65+,  0-3 Months,13
28-02-2019,2600,General Surgery,Day Case,Adult,65+,  3-6 Months,17
28-02-2019,2600,General Surgery,Day Case,Adult,65+,  6-9 Months,17
28-02-2019,2600,General Surgery,Day Case,Adult,65+,  9-12 Months,7
28-02-2019,2600,General Surgery,Day Case,Adult,65+, 12-15 Months,7
28-02-2019,2600,General Surgery,Day Case,Adult,65+, 15-18 Months,8
28-02-2019,2600,General Surgery,Day Case,Adult,65+,18+ Months,17
28-02-2019,2600,General Surgery,Inpatient,Adult,16-64,  0-3 Months,26
28-02-2019,2600,General Surgery,Inpatient,Adult,16-64,  3-6 Months,17
28-02-2019,2600,General Surgery,Inpatient,Adult,16-64,  6-9 Months,10
28-02-2019,2600,General Surgery,Inpatient,Adult,16-64,  9-12 Months,11
28-02-2019,2600,General Surgery,Inpatient,Adult,16-64, 12-15 Months,1
28-02-2019,2600,General Surgery,Inpatient,Adult,16-64, 15-18 Months,4
28-02-2019,2600,General Surgery,Inpatient,Adult,16-64,18+ Months,13
28-02-2019,2600,General Surgery,Inpatient,Adult,65+,  0-3 Months,21
28-02-2019,2600,General Surgery,Inpatient,Adult,65+,  3-6 Months,12
28-02-2019,2600,General Surgery,Inpatient,Adult,65+,  6-9 Months,4
28-02-2019,2600,General Surgery,Inpatient,Adult,65+,  9-12 Months,3
28-02-2019,2600,General Surgery,Inpatient,Adult,65+, 12-15 Months,1
28-02-2019,2600,General Surgery,Inpatient,Adult,65+, 15-18 Months,2
28-02-2019,2600,General Surgery,Inpatient,Adult,65+,18+ Months,3
28-02-2019,2604,Vascular Surgery,Day Case,Adult,16-64,  0-3 Months,23
28-02-2019,2604,Vascular Surgery,Day Case,Adult,16-64,  3-6 Months,14
28-02-2019,2604,Vascular Surgery,Day Case,Adult,16-64,  6-9 Months,8
28-02-2019,2604,Vascular Surgery,Day Case,Adult,16-64,  9-12 Months,5
28-02-2019,2604,Vascular Surgery,Day Case,Adult,16-64, 12-15 Months,4
28-02-2019,2604,Vascular Surgery,Day Case,Adult,16-64, 15-18 Months,1
28-02-2019,2604,Vascular Surgery,Day Case,Adult,16-64,18+ Months,4
28-02-2019,2604,Vascular Surgery,Day Case,Adult,65+,  0-3 Months,4
28-02-2019,2604,Vascular Surgery,Day Case,Adult,65+,  3-6 Months,2
28-02-2019,2604,Vascular Surgery,Day Case,Adult,65+,  6-9 Months,1
28-02-2019,2604,Vascular Surgery,Day Case,Adult,65+, 15-18 Months,1
28-02-2019,2604,Vascular Surgery,Inpatient,Adult,16-64,  0-3 Months,3
28-02-2019,2604,Vascular Surgery,Inpatient,Adult,16-64,  6-9 Months,1
28-02-2019,2604,Vascular Surgery,Inpatient,Adult,16-64,  9-12 Months,1
28-02-2019,2604,Vascular Surgery,Inpatient,Adult,65+,  0-3 Months,1
28-02-2019,2604,Vascular Surgery,Inpatient,Adult,65+,  3-6 Months,3
28-02-2019,2604,Vascular Surgery,Inpatient,Adult,65+, 15-18 Months,1
28-02-2019,5000,General Medicine,Day Case,Adult,16-64,  0-3 Months,2
28-02-2019,5000,General Medicine,Day Case,Adult,16-64,  9-12 Months,1
28-02-2019,5000,General Medicine,Day Case,Adult,65+,  0-3 Months,1
28-02-2019,5000,General Medicine,Inpatient,Adult,16-64,  0-3 Months,1
28-02-2019,7800,Urology,Day Case,Adult,16-64,  0-3 Months,47
28-02-2019,7800,Urology,Day Case,Adult,16-64,  3-6 Months,48
28-02-2019,7800,Urology,Day Case,Adult,16-64,  6-9 Months,13
28-02-2019,7800,Urology,Day Case,Adult,16-64,  9-12 Months,16
28-02-2019,7800,Urology,Day Case,Adult,16-64, 12-15 Months,13
28-02-2019,7800,Urology,Day Case,Adult,16-64, 15-18 Months,9
28-02-2019,7800,Urology,Day Case,Adult,16-64,18+ Months,38
28-02-2019,7800,Urology,Day Case,Adult,65+,  0-3 Months,22
28-02-2019,7800,Urology,Day Case,Adult,65+,  3-6 Months,12
28-02-2019,7800,Urology,Day Case,Adult,65+,  6-9 Months,17
28-02-2019,7800,Urology,Day Case,Adult,65+,  9-12 Months,8
28-02-2019,7800,Urology,Day Case,Adult,65+, 12-15 Months,7
28-02-2019,7800,Urology,Day Case,Adult,65+, 15-18 Months,3
28-02-2019,7800,Urology,Day Case,Adult,65+,18+ Months,13
28-02-2019,7800,Urology,Inpatient,Adult,16-64,  0-3 Months,7
28-02-2019,7800,Urology,Inpatient,Adult,16-64,  3-6 Months,6
28-02-2019,7800,Urology,Inpatient,Adult,16-64,  6-9 Months,5
28-02-2019,7800,Urology,Inpatient,Adult,16-64,  9-12 Months,2
28-02-2019,7800,Urology,Inpatient,Adult,16-64, 12-15 Months,2
28-02-2019,7800,Urology,Inpatient,Adult,16-64, 15-18 Months,1
28-02-2019,7800,Urology,Inpatient,Adult,65+,  0-3 Months,20
28-02-2019,7800,Urology,Inpatient,Adult,65+,  3-6 Months,6
28-02-2019,7800,Urology,Inpatient,Adult,65+,  9-12 Months,1
28-02-2019,7800,Urology,Inpatient,Adult,65+, 12-15 Months,1
28-02-2019,8000,Anaesthetics,Day Case,Adult,16-64,  0-3 Months,56
28-02-2019,8000,Anaesthetics,Day Case,Adult,16-64,  3-6 Months,53
28-02-2019,8000,Anaesthetics,Day Case,Adult,16-64,  6-9 Months,34
28-02-2019,8000,Anaesthetics,Day Case,Adult,16-64,  9-12 Months,32
28-02-2019,8000,Anaesthetics,Day Case,Adult,16-64, 12-15 Months,41
28-02-2019,8000,Anaesthetics,Day Case,Adult,16-64, 15-18 Months,13
28-02-2019,8000,Anaesthetics,Day Case,Adult,65+,  0-3 Months,16
28-02-2019,8000,Anaesthetics,Day Case,Adult,65+,  3-6 Months,20
28-02-2019,8000,Anaesthetics,Day Case,Adult,65+,  6-9 Months,14
28-02-2019,8000,Anaesthetics,Day Case,Adult,65+,  9-12 Months,12
28-02-2019,8000,Anaesthetics,Day Case,Adult,65+, 12-15 Months,14
28-02-2019,8000,Anaesthetics,Day Case,Adult,65+, 15-18 Months,2
28-02-2019,8000,Anaesthetics,Inpatient,Adult,16-64,  9-12 Months,1
28-02-2019,700,Gastro-Enterology,Day Case,Adult,16-64,  0-3 Months,3
28-02-2019,700,Gastro-Enterology,Day Case,Adult,16-64,  3-6 Months,2
28-02-2019,700,Gastro-Enterology,Day Case,Adult,16-64,  6-9 Months,2
28-02-2019,700,Gastro-Enterology,Day Case,Adult,65+,  0-3 Months,1
28-02-2019,1503,Gynaecology,Day Case,Adult,16-64,  0-3 Months,1
28-02-2019,2600,General Surgery,Day Case,Adult,16-64,  0-3 Months,93
28-02-2019,2600,General Surgery,Day Case,Adult,16-64,  3-6 Months,107
28-02-2019,2600,General Surgery,Day Case,Adult,16-64,  6-9 Months,50
28-02-2019,2600,General Surgery,Day Case,Adult,16-64,  9-12 Months,7
28-02-2019,2600,General Surgery,Day Case,Adult,16-64, 12-15 Months,9
28-02-2019,2600,General Surgery,Day Case,Adult,16-64, 15-18 Months,7
28-02-2019,2600,General Surgery,Day Case,Adult,16-64,18+ Months,28
28-02-2019,2600,General Surgery,Day Case,Adult,65+,  0-3 Months,16
28-02-2019,2600,General Surgery,Day Case,Adult,65+,  3-6 Months,34
28-02-2019,2600,General Surgery,Day Case,Adult,65+,  6-9 Months,15
28-02-2019,2600,General Surgery,Day Case,Adult,65+,  9-12 Months,1
28-02-2019,2600,General Surgery,Day Case,Adult,65+,18+ Months,5
28-02-2019,2604,Vascular Surgery,Day Case,Adult,16-64,  0-3 Months,1
28-02-2019,2604,Vascular Surgery,Day Case,Adult,16-64,  3-6 Months,2
28-02-2019,2604,Vascular Surgery,Day Case,Adult,16-64,  9-12 Months,1
28-02-2019,2604,Vascular Surgery,Day Case,Adult,65+,  6-9 Months,1
28-02-2019,7000,Dental Surgery,Day Case,Adult,16-64,  0-3 Months,3
28-02-2019,7000,Dental Surgery,Day Case,Adult,16-64,  3-6 Months,1
28-02-2019,7000,Dental Surgery,Day Case,Adult,16-64,  6-9 Months,2
28-02-2019,7000,Dental Surgery,Day Case,Adult,16-64,  9-12 Months,5
28-02-2019,7000,Dental Surgery,Day Case,Adult,16-64, 12-15 Months,4
28-02-2019,7000,Dental Surgery,Day Case,Adult,16-64, 15-18 Months,2
28-02-2019,7800,Urology,Day Case,Adult,16-64,  0-3 Months,44
28-02-2019,7800,Urology,Day Case,Adult,16-64,  3-6 Months,10
28-02-2019,7800,Urology,Day Case,Adult,16-64,  6-9 Months,8
28-02-2019,7800,Urology,Day Case,Adult,65+,  0-3 Months,33
28-02-2019,7800,Urology,Day Case,Adult,65+,  3-6 Months,4
28-02-2019,7800,Urology,Day Case,Adult,65+,  6-9 Months,2
28-02-2019,7800,Urology,Day Case,Adult,65+, 12-15 Months,2
28-02-2019,7800,Urology,Day Case,Adult,65+, 15-18 Months,1
28-02-2019,8003,Pain Relief,Day Case,Adult,16-64,  0-3 Months,9
28-02-2019,8003,Pain Relief,Day Case,Adult,16-64,  3-6 Months,12
28-02-2019,8003,Pain Relief,Day Case,Adult,16-64,  6-9 Months,29
28-02-2019,8003,Pain Relief,Day Case,Adult,16-64,  9-12 Months,1
28-02-2019,8003,Pain Relief,Day Case,Adult,16-64, 12-15 Months,2
28-02-2019,8003,Pain Relief,Day Case,Adult,16-64, 15-18 Months,6
28-02-2019,8003,Pain Relief,Day Case,Adult,16-64,18+ Months,3
28-02-2019,8003,Pain Relief,Day Case,Adult,65+,  0-3 Months,9
28-02-2019,8003,Pain Relief,Day Case,Adult,65+,  3-6 Months,6
28-02-2019,8003,Pain Relief,Day Case,Adult,65+,  6-9 Months,6
28-02-2019,8003,Pain Relief,Day Case,Adult,65+,  9-12 Months,1
28-02-2019,8003,Pain Relief,Day Case,Adult,65+, 12-15 Months,1
28-02-2019,8003,Pain Relief,Day Case,Adult,65+, 15-18 Months,2
28-02-2019,1503,Gynaecology,Day Case,Adult,16-64,  0-3 Months,28
28-02-2019,1503,Gynaecology,Day Case,Adult,16-64,  3-6 Months,11
28-02-2019,1503,Gynaecology,Day Case,Adult,16-64,  6-9 Months,18
28-02-2019,1503,Gynaecology,Day Case,Adult,16-64,  9-12 Months,1
28-02-2019,1503,Gynaecology,Day Case,Adult,65+,  0-3 Months,7
28-02-2019,1503,Gynaecology,Day Case,Adult,65+,  3-6 Months,2
28-02-2019,1503,Gynaecology,Day Case,Adult,65+,  6-9 Months,2
28-02-2019,1503,Gynaecology,Inpatient,Adult,16-64,  3-6 Months,1
28-02-2019,2600,General Surgery,Day Case,Adult,16-64,  0-3 Months,78
28-02-2019,2600,General Surgery,Day Case,Adult,16-64,  3-6 Months,75
28-02-2019,2600,General Surgery,Day Case,Adult,16-64,  6-9 Months,21
28-02-2019,2600,General Surgery,Day Case,Adult,16-64,  9-12 Months,2
28-02-2019,2600,General Surgery,Day Case,Adult,65+,  0-3 Months,28
28-02-2019,2600,General Surgery,Day Case,Adult,65+,  3-6 Months,17
28-02-2019,2600,General Surgery,Day Case,Adult,65+,  6-9 Months,5
28-02-2019,2600,General Surgery,Day Case,Adult,65+,  9-12 Months,1
28-02-2019,2600,General Surgery,Day Case,Child,0-15,  0-3 Months,3
28-02-2019,2600,General Surgery,Day Case,Child,0-15,  3-6 Months,4
28-02-2019,2600,General Surgery,Day Case,Child,0-15,  6-9 Months,1
28-02-2019,2600,General Surgery,Day Case,Child,0-15,  9-12 Months,1
28-02-2019,2600,General Surgery,Inpatient,Child,0-15,  0-3 Months,2
28-02-2019,2600,General Surgery,Inpatient,Child,0-15,  3-6 Months,19
28-02-2019,2600,General Surgery,Inpatient,Child,0-15,  6-9 Months,2
28-02-2019,5000,General Medicine,Day Case,Adult,16-64,  0-3 Months,6
28-02-2019,5000,General Medicine,Day Case,Adult,16-64,  3-6 Months,2
28-02-2019,5000,General Medicine,Day Case,Adult,65+,  0-3 Months,2
28-02-2019,5000,General Medicine,Day Case,Adult,65+,  6-9 Months,1
28-02-2019,8000,Anaesthetics,Day Case,Adult,16-64,  0-3 Months,1
28-02-2019,8000,Anaesthetics,Day Case,Adult,16-64,  6-9 Months,2
28-02-2019,1503,Gynaecology,Day Case,Adult,16-64,  0-3 Months,25
28-02-2019,1503,Gynaecology,Day Case,Adult,16-64,  3-6 Months,7
28-02-2019,1503,Gynaecology,Day Case,Adult,16-64,  6-9 Months,1
28-02-2019,1503,Gynaecology,Day Case,Adult,65+,  0-3 Months,3
28-02-2019,1503,Gynaecology,Inpatient,Adult,16-64,  0-3 Months,2
28-02-2019,1800,Orthopaedics,Day Case,Adult,16-64,  0-3 Months,120
28-02-2019,1800,Orthopaedics,Day Case,Adult,16-64,  3-6 Months,68
28-02-2019,1800,Orthopaedics,Day Case,Adult,16-64,  6-9 Months,27
28-02-2019,1800,Orthopaedics,Day Case,Adult,16-64,  9-12 Months,8
28-02-2019,1800,Orthopaedics,Day Case,Adult,16-64, 12-15 Months,2
28-02-2019,1800,Orthopaedics,Day Case,Adult,65+,  0-3 Months,57
28-02-2019,1800,Orthopaedics,Day Case,Adult,65+,  3-6 Months,33
28-02-2019,1800,Orthopaedics,Day Case,Adult,65+,  6-9 Months,22
28-02-2019,1800,Orthopaedics,Day Case,Adult,65+,  9-12 Months,3
28-02-2019,1800,Orthopaedics,Day Case,Adult,65+, 12-15 Months,1
28-02-2019,1800,Orthopaedics,Inpatient,Adult,16-64,  0-3 Months,55
28-02-2019,1800,Orthopaedics,Inpatient,Adult,16-64,  3-6 Months,39
28-02-2019,1800,Orthopaedics,Inpatient,Adult,16-64,  6-9 Months,28
28-02-2019,1800,Orthopaedics,Inpatient,Adult,16-64,  9-12 Months,12
28-02-2019,1800,Orthopaedics,Inpatient,Adult,16-64, 12-15 Months,4
28-02-2019,1800,Orthopaedics,Inpatient,Adult,65+,  0-3 Months,64
28-02-2019,1800,Orthopaedics,Inpatient,Adult,65+,  3-6 Months,49
28-02-2019,1800,Orthopaedics,Inpatient,Adult,65+,  6-9 Months,36
28-02-2019,1800,Orthopaedics,Inpatient,Adult,65+,  9-12 Months,15
28-02-2019,1800,Orthopaedics,Inpatient,Adult,65+, 12-15 Months,3
28-02-2019,1800,Orthopaedics,Inpatient,Adult,65+, 15-18 Months,2
28-02-2019,2000,Plastic Surgery,Day Case,Adult,16-64,  0-3 Months,1
28-02-2019,2600,General Surgery,Day Case,Adult,16-64,  0-3 Months,33
28-02-2019,2600,General Surgery,Day Case,Adult,16-64,  3-6 Months,7
28-02-2019,2600,General Surgery,Day Case,Adult,65+,  0-3 Months,11
28-02-2019,2600,General Surgery,Day Case,Adult,65+,  3-6 Months,1
28-02-2019,2600,General Surgery,Day Case,Adult,65+,  6-9 Months,1
28-02-2019,700,Gastro-Enterology,Day Case,Adult,65+,  6-9 Months,1
28-02-2019,1503,Gynaecology,Day Case,Adult,16-64,  0-3 Months,146
28-02-2019,1503,Gynaecology,Day Case,Adult,16-64,  3-6 Months,64
28-02-2019,1503,Gynaecology,Day Case,Adult,16-64,  6-9 Months,29
28-02-2019,1503,Gynaecology,Day Case,Adult,16-64,  9-12 Months,10
28-02-2019,1503,Gynaecology,Day Case,Adult,16-64, 12-15 Months,6
28-02-2019,1503,Gynaecology,Day Case,Adult,65+,  0-3 Months,6
28-02-2019,1503,Gynaecology,Day Case,Adult,65+,  3-6 Months,4
28-02-2019,1503,Gynaecology,Day Case,Adult,65+,  6-9 Months,4
28-02-2019,1503,Gynaecology,Day Case,Adult,65+,  9-12 Months,1
28-02-2019,1503,Gynaecology,Inpatient,Adult,16-64,  0-3 Months,10
28-02-2019,1503,Gynaecology,Inpatient,Adult,16-64,  3-6 Months,13
28-02-2019,1503,Gynaecology,Inpatient,Adult,16-64,  6-9 Months,2
28-02-2019,1503,Gynaecology,Inpatient,Adult,16-64,  9-12 Months,8
28-02-2019,1503,Gynaecology,Inpatient,Adult,16-64, 12-15 Months,4
28-02-2019,1503,Gynaecology,Inpatient,Adult,16-64, 15-18 Months,3
28-02-2019,1503,Gynaecology,Inpatient,Adult,65+,  0-3 Months,2
28-02-2019,1503,Gynaecology,Inpatient,Adult,65+,  3-6 Months,4
28-02-2019,1503,Gynaecology,Inpatient,Adult,65+,  6-9 Months,4
28-02-2019,1503,Gynaecology,Inpatient,Adult,65+,  9-12 Months,1
28-02-2019,1503,Gynaecology,Inpatient,Adult,65+, 15-18 Months,1
28-02-2019,2400,Respiratory Medicine,Day Case,Adult,16-64,  0-3 Months,4
28-02-2019,2600,General Surgery,Day Case,Adult,16-64,  0-3 Months,105
28-02-2019,2600,General Surgery,Day Case,Adult,16-64,  3-6 Months,80
28-02-2019,2600,General Surgery,Day Case,Adult,16-64,  6-9 Months,40
28-02-2019,2600,General Surgery,Day Case,Adult,16-64,  9-12 Months,30
28-02-2019,2600,General Surgery,Day Case,Adult,16-64, 12-15 Months,10
28-02-2019,2600,General Surgery,Day Case,Adult,16-64, 15-18 Months,2
28-02-2019,2600,General Surgery,Day Case,Adult,65+,  0-3 Months,24
28-02-2019,2600,General Surgery,Day Case,Adult,65+,  3-6 Months,22
28-02-2019,2600,General Surgery,Day Case,Adult,65+,  6-9 Months,13
28-02-2019,2600,General Surgery,Day Case,Adult,65+,  9-12 Months,8
28-02-2019,2600,General Surgery,Day Case,Adult,65+, 12-15 Months,7
28-02-2019,2600,General Surgery,Day Case,Child,0-15,  0-3 Months,7
28-02-2019,2600,General Surgery,Inpatient,Adult,16-64,  3-6 Months,1
28-02-2019,2600,General Surgery,Inpatient,Adult,16-64,  6-9 Months,2
28-02-2019,2600,General Surgery,Inpatient,Adult,65+,  3-6 Months,1
28-02-2019,1503,Gynaecology,Day Case,Adult,16-64,  0-3 Months,3
28-02-2019,1503,Gynaecology,Day Case,Adult,16-64,  6-9 Months,1
28-02-2019,2600,General Surgery,Day Case,Adult,16-64,  0-3 Months,125
28-02-2019,2600,General Surgery,Day Case,Adult,16-64,  3-6 Months,43
28-02-2019,2600,General Surgery,Day Case,Adult,16-64,  6-9 Months,4
28-02-2019,2600,General Surgery,Day Case,Adult,65+,  0-3 Months,37
28-02-2019,2600,General Surgery,Day Case,Adult,65+,  3-6 Months,5
28-02-2019,2600,General Surgery,Day Case,Adult,65+,  6-9 Months,1
28-02-2019,2600,General Surgery,Day Case,Child,0-15,  0-3 Months,3
28-02-2019,5000,General Medicine,Day Case,Adult,16-64,  0-3 Months,3
28-02-2019,5000,General Medicine,Day Case,Adult,65+,  0-3 Months,1
28-02-2019,0,Small Volume Specialities,Day Case,Adult,65+,  0-3 Months,1
28-02-2019,100,Cardiology,Day Case,Adult,16-64,  0-3 Months,132
28-02-2019,100,Cardiology,Day Case,Adult,16-64,  3-6 Months,143
28-02-2019,100,Cardiology,Day Case,Adult,16-64,  6-9 Months,97
28-02-2019,100,Cardiology,Day Case,Adult,16-64,  9-12 Months,22
28-02-2019,100,Cardiology,Day Case,Adult,16-64, 12-15 Months,14
28-02-2019,100,Cardiology,Day Case,Adult,16-64, 15-18 Months,9
28-02-2019,100,Cardiology,Day Case,Adult,16-64,18+ Months,17
28-02-2019,100,Cardiology,Day Case,Adult,65+,  0-3 Months,108
28-02-2019,100,Cardiology,Day Case,Adult,65+,  3-6 Months,126
28-02-2019,100,Cardiology,Day Case,Adult,65+,  6-9 Months,85
28-02-2019,100,Cardiology,Day Case,Adult,65+,  9-12 Months,6
28-02-2019,100,Cardiology,Day Case,Adult,65+, 12-15 Months,9
28-02-2019,100,Cardiology,Day Case,Adult,65+, 15-18 Months,3
28-02-2019,100,Cardiology,Day Case,Adult,65+,18+ Months,13
28-02-2019,100,Cardiology,Inpatient,Adult,0-15,  3-6 Months,1
28-02-2019,100,Cardiology,Inpatient,Adult,0-15,  6-9 Months,1
28-02-2019,100,Cardiology,Inpatient,Adult,0-15, 15-18 Months,1
28-02-2019,100,Cardiology,Inpatient,Adult,0-15,18+ Months,1
28-02-2019,100,Cardiology,Inpatient,Adult,16-64,  0-3 Months,82
28-02-2019,100,Cardiology,Inpatient,Adult,16-64,  3-6 Months,89
28-02-2019,100,Cardiology,Inpatient,Adult,16-64,  6-9 Months,68
28-02-2019,100,Cardiology,Inpatient,Adult,16-64,  9-12 Months,50
28-02-2019,100,Cardiology,Inpatient,Adult,16-64, 12-15 Months,39
28-02-2019,100,Cardiology,Inpatient,Adult,16-64, 15-18 Months,33
28-02-2019,100,Cardiology,Inpatient,Adult,16-64,18+ Months,109
28-02-2019,100,Cardiology,Inpatient,Adult,65+,  0-3 Months,44
28-02-2019,100,Cardiology,Inpatient,Adult,65+,  3-6 Months,54
28-02-2019,100,Cardiology,Inpatient,Adult,65+,  6-9 Months,34
28-02-2019,100,Cardiology,Inpatient,Adult,65+,  9-12 Months,26
28-02-2019,100,Cardiology,Inpatient,Adult,65+, 12-15 Months,10
28-02-2019,100,Cardiology,Inpatient,Adult,65+, 15-18 Months,13
28-02-2019,100,Cardiology,Inpatient,Adult,65+,18+ Months,34
28-02-2019,400,Endocrinology,Inpatient,Adult,16-64,  3-6 Months,1
28-02-2019,400,Endocrinology,Inpatient,Adult,16-64, 12-15 Months,1
28-02-2019,400,Endocrinology,Inpatient,Adult,16-64,18+ Months,1
28-02-2019,600,Otolaryngology (ENT),Day Case,Adult,16-64,  0-3 Months,21
28-02-2019,600,Otolaryngology (ENT),Day Case,Adult,16-64,  3-6 Months,24
28-02-2019,600,Otolaryngology (ENT),Day Case,Adult,16-64,  6-9 Months,14
28-02-2019,600,Otolaryngology (ENT),Day Case,Adult,16-64,  9-12 Months,21
28-02-2019,600,Otolaryngology (ENT),Day Case,Adult,16-64, 12-15 Months,14
28-02-2019,600,Otolaryngology (ENT),Day Case,Adult,16-64, 15-18 Months,11
28-02-2019,600,Otolaryngology (ENT),Day Case,Adult,16-64,18+ Months,33
28-02-2019,600,Otolaryngology (ENT),Day Case,Adult,65+,  0-3 Months,5
28-02-2019,600,Otolaryngology (ENT),Day Case,Adult,65+,  3-6 Months,1
28-02-2019,600,Otolaryngology (ENT),Day Case,Adult,65+,  6-9 Months,4
28-02-2019,600,Otolaryngology (ENT),Day Case,Adult,65+,  9-12 Months,1
28-02-2019,600,Otolaryngology (ENT),Day Case,Adult,65+, 12-15 Months,6
28-02-2019,600,Otolaryngology (ENT),Day Case,Adult,65+, 15-18 Months,7
28-02-2019,600,Otolaryngology (ENT),Day Case,Adult,65+,18+ Months,15
28-02-2019,600,Otolaryngology (ENT),Inpatient,Adult,16-64,  0-3 Months,15
28-02-2019,600,Otolaryngology (ENT),Inpatient,Adult,16-64,  3-6 Months,14
28-02-2019,600,Otolaryngology (ENT),Inpatient,Adult,16-64,  6-9 Months,10
28-02-2019,600,Otolaryngology (ENT),Inpatient,Adult,16-64,  9-12 Months,5
28-02-2019,600,Otolaryngology (ENT),Inpatient,Adult,16-64, 12-15 Months,11
28-02-2019,600,Otolaryngology (ENT),Inpatient,Adult,16-64, 15-18 Months,6
28-02-2019,600,Otolaryngology (ENT),Inpatient,Adult,16-64,18+ Months,10
28-02-2019,600,Otolaryngology (ENT),Inpatient,Adult,65+,  0-3 Months,9
28-02-2019,600,Otolaryngology (ENT),Inpatient,Adult,65+,  3-6 Months,7
28-02-2019,600,Otolaryngology (ENT),Inpatient,Adult,65+,  6-9 Months,2
28-02-2019,600,Otolaryngology (ENT),Inpatient,Adult,65+, 12-15 Months,4
28-02-2019,600,Otolaryngology (ENT),Inpatient,Adult,65+, 15-18 Months,4
28-02-2019,600,Otolaryngology (ENT),Inpatient,Adult,65+,18+ Months,11
28-02-2019,700,Gastro-Enterology,Day Case,Adult,16-64,  9-12 Months,1
28-02-2019,1100,Haematology,Inpatient,Adult,16-64,  0-3 Months,3
28-02-2019,1100,Haematology,Inpatient,Adult,65+,  0-3 Months,1
28-02-2019,1300,Neurology,Day Case,Adult,16-64,18+ Months,2
28-02-2019,1300,Neurology,Inpatient,Adult,16-64,  6-9 Months,3
28-02-2019,1300,Neurology,Inpatient,Adult,16-64,  9-12 Months,5
28-02-2019,1300,Neurology,Inpatient,Adult,16-64, 12-15 Months,1
28-02-2019,1300,Neurology,Inpatient,Adult,16-64, 15-18 Months,2
28-02-2019,1300,Neurology,Inpatient,Adult,16-64,18+ Months,14
28-02-2019,1300,Neurology,Inpatient,Adult,65+,  6-9 Months,2
28-02-2019,1300,Neurology,Inpatient,Adult,65+,  9-12 Months,1
28-02-2019,1300,Neurology,Inpatient,Adult,65+, 12-15 Months,1
28-02-2019,1300,Neurology,Inpatient,Adult,65+,18+ Months,10
28-02-2019,1503,Gynaecology,Day Case,Adult,16-64,  0-3 Months,17
28-02-2019,1503,Gynaecology,Day Case,Adult,16-64,  3-6 Months,8
28-02-2019,1503,Gynaecology,Day Case,Adult,16-64,  6-9 Months,5
28-02-2019,1503,Gynaecology,Day Case,Adult,16-64,  9-12 Months,1
28-02-2019,1503,Gynaecology,Day Case,Adult,16-64, 12-15 Months,1
28-02-2019,1503,Gynaecology,Day Case,Adult,65+,  0-3 Months,7
28-02-2019,1503,Gynaecology,Day Case,Adult,65+,  3-6 Months,4
28-02-2019,1503,Gynaecology,Inpatient,Adult,16-64,  0-3 Months,20
28-02-2019,1503,Gynaecology,Inpatient,Adult,16-64,  3-6 Months,11
28-02-2019,1503,Gynaecology,Inpatient,Adult,16-64,  6-9 Months,4
28-02-2019,1503,Gynaecology,Inpatient,Adult,16-64,  9-12 Months,2
28-02-2019,1503,Gynaecology,Inpatient,Adult,16-64, 15-18 Months,2
28-02-2019,1503,Gynaecology,Inpatient,Adult,16-64,18+ Months,2
28-02-2019,1503,Gynaecology,Inpatient,Adult,65+,  0-3 Months,10
28-02-2019,1503,Gynaecology,Inpatient,Adult,65+,  3-6 Months,1
28-02-2019,1503,Gynaecology,Inpatient,Adult,65+,  6-9 Months,3
28-02-2019,1503,Gynaecology,Inpatient,Adult,65+,  9-12 Months,1
28-02-2019,1600,Oncology,Inpatient,Adult,16-64,  0-3 Months,2
28-02-2019,1600,Oncology,Inpatient,Adult,65+,  0-3 Months,2
28-02-2019,1600,Oncology,Inpatient,Adult,65+,  3-6 Months,1
28-02-2019,1600,Oncology,Inpatient,Adult,65+,  9-12 Months,1
28-02-2019,1700,Ophthalmology,Day Case,Adult,16-64,  0-3 Months,118
28-02-2019,1700,Ophthalmology,Day Case,Adult,16-64,  3-6 Months,83
28-02-2019,1700,Ophthalmology,Day Case,Adult,16-64,  6-9 Months,44
